fips,state_name,county_name,month,haz_days
10003,Delaware,New Castle,7,1.8
17031,Illinois,Cook,5,1.8
49035,Utah,Salt Lake,2,1.8
47163,Tennessee,Sullivan,12,1.8
39085,Ohio,Lake,5,1.8
18091,Indiana,La Porte,7,1.8
08123,Colorado,Weld,7,1.8
22033,Louisiana,East Baton Rouge,5,1.8
42003,Pennsylvania,Allegheny,9,1.8
42017,Pennsylvania,Bucks,5,1.8
48121,Texas,Denton,9,1.8
39017,Ohio,Butler,10,1.8
47163,Tennessee,Sullivan,8,1.8
48113,Texas,Dallas,7,1.8
35001,New Mexico,Bernalillo,7,1.8
44007,Rhode Island,Providence,5,1.8
06059,California,Orange,8,1.8
24005,Maryland,Baltimore,5,1.8
39061,Ohio,Hamilton,7,1.8
25015,Massachusetts,Hampshire,5,1.8
37087,North Carolina,Haywood,5,1.8
30049,Montana,Lewis and Clark,1,1.8
35045,New Mexico,San Juan,7,1.8
01073,Alabama,Jefferson,5,1.8
06039,California,Madera,5,1.8
06013,California,Contra Costa,9,1.8
06071,California,San Bernardino,2,1.8
18141,Indiana,St Joseph,6,1.8
06111,California,Ventura,8,1.8
06067,California,Sacramento,11,1.8
06029,California,Kern,1,1.8
06037,California,Los Angeles,3,1.8
09005,Connecticut,Litchfield,5,1.8
42091,Pennsylvania,Montgomery,6,1.6
39035,Ohio,Cuyahoga,6,1.6
49035,Utah,Salt Lake,1,1.6
49005,Utah,Cache,12,1.6
13121,Georgia,Fulton,7,1.6
36029,New York,Erie,5,1.6
29099,Missouri,Jefferson,7,1.6
10003,Delaware,New Castle,9,1.6
18091,Indiana,La Porte,6,1.6
06059,California,Orange,12,1.6
34003,New Jersey,Bergen,8,1.6
06083,California,Santa Barbara,12,1.6
30071,Montana,Phillips,8,1.6
37087,North Carolina,Haywood,1,1.6
49003,Utah,Box Elder,8,1.6
06047,California,Merced,2,1.6
34017,New Jersey,Hudson,8,1.6
06107,California,Tulare,4,1.6
29095,Missouri,Jackson,1,1.6
42003,Pennsylvania,Allegheny,8,1.6
48113,Texas,Dallas,6,1.6
37119,North Carolina,Mecklenburg,6,1.6
21111,Kentucky,Jefferson,7,1.6
35001,New Mexico,Bernalillo,6,1.6
37087,North Carolina,Haywood,11,1.6
22033,Louisiana,East Baton Rouge,6,1.6
42017,Pennsylvania,Bucks,8,1.6
08093,Colorado,Park,7,1.6
